11/26/2019 16:29:01
LT: 331.71

0.3000	  1757	0.3000	     0
0.3095	  2283	0.3017	     0
0.3189	  2820	0.3033	     0
0.3284	  3282	0.3050	     0
0.3379	  3452	0.3066	     0
0.3474	  3329	0.3083	     0
0.3568	  2825	0.3100	     0
0.3663	  2274	0.3116	     0
0.3758	  1808	0.3133	     0
0.3853	  1413	0.3149	     0
0.3947	  1215	0.3166	     0
0.4042	   989	0.3183	     0
0.4137	   822	0.3199	     0
0.4231	   678	0.3216	     0
0.4326	   649	0.3232	     0
0.4421	   593	0.3249	     0
0.4516	   586	0.3266	     0
0.4610	   588	0.3282	     0
0.4705	   603	0.3299	     0
0.4800	   586	0.3315	     0
0.4895	   610	0.3332	     1
0.4989	   634	0.3349	     1
0.5084	   600	0.3365	     1
0.5179	   604	0.3382	     0
0.5273	   663	0.3398	     0
0.5368	   628	0.3415	     0
0.5463	   694	0.3432	     0
0.5558	   661	0.3448	     0
0.5652	   637	0.3465	     0
0.5747	   758	0.3481	     0
0.5842	   701	0.3498	     0
0.5937	   735	0.3515	     0
0.6031	   763	0.3531	     0
0.6126	   785	0.3548	     0
0.6221	   786	0.3564	     1
0.6315	   832	0.3581	     0
0.6410	   817	0.3598	     0
0.6505	   813	0.3614	     0
0.6600	   820	0.3631	     0
0.6694	   868	0.3647	     0
0.6789	   877	0.3664	     0
0.6884	   831	0.3681	     0
0.6979	   913	0.3697	     0
0.7073	  1008	0.3714	     1
0.7168	  1004	0.3730	     0
0.7263	   995	0.3747	     0
0.7357	  1088	0.3764	     0
0.7452	  1137	0.3780	     0
0.7547	  1284	0.3797	     0
0.7642	  1291	0.3813	     1
0.7736	  1315	0.3830	     0
0.7831	  1317	0.3847	     0
0.7926	  1307	0.3863	     0
0.8021	  1273	0.3880	     1
0.8115	  1159	0.3896	     2
0.8210	  1211	0.3913	     0
0.8305	  1084	0.3930	     0
0.8399	  1159	0.3946	     0
0.8494	  1157	0.3963	     0
0.8589	  1045	0.3979	     0
0.8684	  1110	0.3996	     0
0.8778	  1126	0.4013	     0
0.8873	  1132	0.4029	     0
0.8968	  1172	0.4046	     0
0.9063	  1071	0.4063	     0
0.9157	  1057	0.4079	     0
0.9252	  1043	0.4096	     0
0.9347	  1020	0.4112	     1
0.9441	  1055	0.4129	     0
0.9536	   911	0.4146	     0
0.9631	   991	0.4162	     0
0.9726	  1007	0.4179	     0
0.9820	   977	0.4195	     0
0.9915	   961	0.4212	     0
1.0010	  1023	0.4229	     0
1.0104	   957	0.4245	     0
