11/26/2019 16:35:16
LT: 314.73

0.3000	  1727	0.3000	     0
0.3095	  1462	0.3017	     0
0.3189	  1314	0.3033	     0
0.3284	  1222	0.3050	     0
0.3379	  1087	0.3066	     0
0.3474	  1132	0.3083	     0
0.3568	  1061	0.3100	     0
0.3663	  1137	0.3116	     0
0.3758	  1194	0.3133	     0
0.3853	  1100	0.3149	     0
0.3947	  1146	0.3166	     0
0.4042	  1096	0.3183	     0
0.4137	  1076	0.3199	     0
0.4231	  1123	0.3216	     0
0.4326	  1114	0.3232	     0
0.4421	  1157	0.3249	     0
0.4516	  1144	0.3266	     0
0.4610	  1229	0.3282	     0
0.4705	  1229	0.3299	     0
0.4800	  1212	0.3315	     0
0.4895	  1191	0.3332	     2
0.4989	  1229	0.3349	     0
0.5084	  1262	0.3365	     1
0.5179	  1289	0.3382	     0
0.5273	  1262	0.3398	     0
0.5368	  1204	0.3415	     0
0.5463	  1225	0.3432	     0
0.5558	  1283	0.3448	     1
0.5652	  1277	0.3465	     0
0.5747	  1253	0.3481	     0
0.5842	  1248	0.3498	     0
0.5937	  1301	0.3515	     0
0.6031	  1385	0.3531	     0
0.6126	  1420	0.3548	     0
0.6221	  1402	0.3564	     1
0.6315	  1283	0.3581	     0
0.6410	  1419	0.3598	     0
0.6505	  1395	0.3614	     2
0.6600	  1413	0.3631	     1
0.6694	  1379	0.3647	     0
0.6789	  1514	0.3664	     0
0.6884	  1429	0.3681	     1
0.6979	  1591	0.3697	     0
0.7073	  1485	0.3714	     1
0.7168	  1554	0.3730	     3
0.7263	  1637	0.3747	     1
0.7357	  1776	0.3764	     0
0.7452	  1774	0.3780	     1
0.7547	  1875	0.3797	     0
0.7642	  1967	0.3813	     0
0.7736	  2153	0.3830	     0
0.7831	  2156	0.3847	     1
0.7926	  2237	0.3863	     1
0.8021	  2271	0.3880	     1
0.8115	  2166	0.3896	     1
0.8210	  2320	0.3913	     0
0.8305	  2139	0.3930	     0
0.8399	  2223	0.3946	     2
0.8494	  2128	0.3963	     0
0.8589	  2005	0.3979	     0
0.8684	  1994	0.3996	     0
0.8778	  2073	0.4013	     1
0.8873	  2009	0.4029	     0
0.8968	  1935	0.4046	     0
0.9063	  1909	0.4063	     2
0.9157	  1945	0.4079	     0
0.9252	  1881	0.4096	     0
0.9347	  1884	0.4112	     0
0.9441	  1851	0.4129	     1
0.9536	  1763	0.4146	     0
0.9631	  1786	0.4162	     1
0.9726	  1739	0.4179	     0
0.9820	  1795	0.4195	     1
0.9915	  1765	0.4212	     1
1.0010	  1657	0.4229	     1
1.0104	  1755	0.4245	     0
1.0199	  1720	0.4262	     0
1.0294	  1664	0.4278	     1
1.0389	  1650	0.4295	     0
1.0483	  1720	0.4312	     1
1.0578	  1650	0.4328	     0
1.0673	  1654	0.4345	     1
1.0768	  1652	0.4361	     0
1.0862	  1647	0.4378	     1
1.0957	  1712	0.4395	     0
1.1052	  1631	0.4411	     0
1.1146	  1663	0.4428	     0
1.1241	  1656	0.4444	     0
1.1336	  1674	0.4461	     0
1.1431	  1728	0.4478	     2
1.1525	  1654	0.4494	     0
1.1620	  1731	0.4511	     0
1.1715	  1718	0.4527	     0
1.1810	  1781	0.4544	     1
1.1904	  1716	0.4561	     1
1.1999	  1718	0.4577	     0
1.2094	  1742	0.4594	     0
1.2188	  1655	0.4610	     1
1.2283	  1768	0.4627	     0
1.2378	  1685	0.4644	     1
1.2473	  1763	0.4660	     0
1.2567	  1696	0.4677	     1
1.2662	  1735	0.4693	     1
1.2757	  1695	0.4710	     0
1.2852	  1694	0.4727	     2
1.2946	  1702	0.4743	     2
